base_oid	dirty_set_sha	unit	subsystem	language	generated	test	blob_oid	path	start_line	end_line	reviewer	status	finding_ids	fix_commit	verification
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	6bcf4a8bbdfc645e6e343aab075a4bdb8db41798	artifacts/pyrus/src/app/runtimeDiagnostics.ts	1	158	codex/pyrus_shell_review	reviewed_clean			Full baseline file reviewed; no actionable finding
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	e8a770334db67642fbce93a150b893a68fef0826	artifacts/pyrus/src/components/BrandLoader.tsx	1	136	codex/pyrus_shell_review	reviewed_clean			Full baseline file reviewed; no actionable finding
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	004902c41fc920ed4aa0ba16067093f1f5a7606e	artifacts/pyrus/src/components/brand/PyrusLogo.tsx	1	103	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-009	f23e6b06	Caller scan found no source consumers; focused brand checks 16/16, Pyrus typecheck, and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	24e205d03d78bcf258fdd4e28596f1c666a501b4	artifacts/pyrus/src/components/brand/pyrus-loader-mark.tsx	1	11	codex/pyrus_shell_review	reviewed_clean			Full baseline file reviewed; no actionable finding
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	daac7e71c4b996a82ce804676575d9931be3ee24	artifacts/pyrus/src/components/brand/pyrus-mark.tsx	1	37	codex/pyrus_shell_review	reviewed_clean			Full baseline file reviewed; no actionable finding
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	fd25fe31f033cef5ad50edb7768c9e7763698ad7	artifacts/pyrus/src/components/brand/pyrus-wordmark.tsx	1	58	codex/pyrus_shell_review	reviewed_clean			Full baseline file reviewed; no actionable finding
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	b6c8bb6b7588ecca83dc401c70e30a9f8714d6a5	artifacts/pyrus/src/components/marketing/brand-resolve.tsx	1	377	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-005,PT-NEURAL-006	98612c65,297d270b	Brand checks passed 4/4 within 15/15 focused tests; Pyrus typecheck and production build passed; software-renderer fallback remained visible
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	a92c0ab3020f634e8f3487a0d948a633d66a4d5d	artifacts/pyrus/src/components/marketing/neural-core-scene.tsx	1	10	codex/pyrus_shell_review	reviewed_clean			Full baseline file reviewed; no actionable finding
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	f474429a1600d6f4d5410088570e7f7098650e47	artifacts/pyrus/src/components/marketing/neural-core/NeuralCore.tsx	1	518	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-002,PT-NEURAL-004	9a9cef07,d042a9ee	Neural regressions passed 2/2; Pyrus typecheck and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	f9f44b590a20a72fc26ff0073c6f72b9e27ffd34	artifacts/pyrus/src/components/marketing/neural-core/helpers.ts	1	422	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-003	d70754e4	Brand compatibility tests passed 4/4; Pyrus typecheck and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	a42f114c1bbe0909adb0959bec5261f6dcdd5426	artifacts/pyrus/src/components/marketing/neural-core/index.ts	1	2	codex/pyrus_shell_review	reviewed_clean			Full baseline file reviewed; no actionable finding
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	12ff120f81ee367c8914c0c693e848019dea4f7d	artifacts/pyrus/src/components/marketing/neural-core/pyrus-logo-points.ts	1	17	codex/pyrus_shell_review	reviewed_clean			Full baseline generated data file reviewed; live logo target consumer retained
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	773fc449a9c54bcd7989f287326006db9e58501a	artifacts/pyrus/src/components/marketing/neural-core/pyrus-wordmark-points.ts	1	6	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-003	d70754e4	Caller scan found only the dead helper; generated payload and stale compatibility obligations removed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	2b2700f80640594eee6d4bd0d2243734e724abf1	artifacts/pyrus/src/components/marketing/neural-core/shaders.ts	1	370	codex/pyrus_shell_review	reviewed_clean			Full baseline shader file reviewed; no additional actionable finding
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	9d1596b950d6d7fab30b40e59f7eb41a3f268d02	artifacts/pyrus/src/components/marketing/neural-core/types.ts	1	120	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-004	d042a9ee	Repository caller scan found no CPU mode; focused contract and Pyrus typecheck passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	20475abf0d81349b12804af53029ba973237cc1a	artifacts/pyrus/src/components/marketing/pyrus-logo.standalone.tsx	1	2	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-009	f23e6b06	Caller scan found no source consumers; focused brand checks 16/16, Pyrus typecheck, and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	23ac860e9aa5aeeac6044364f73eb1718b161225	artifacts/pyrus/src/components/marketing/pyrus-mark-3d-scene.tsx	1	135	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-008	308dcfcb	No render caller constructed the 3D mark; focused brand checks 16/16, Pyrus typecheck, and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	1260c5f03364d1404ef93c61a791d8d50c5e9a95	artifacts/pyrus/src/components/marketing/pyrus-mark-3d.tsx	1	84	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-008	308dcfcb	Only the reduced-motion hook had live consumers; focused brand checks 16/16, Pyrus typecheck, and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	ceb97db0d01eefdd8848f04122fb8b9dd06fd7fa	artifacts/pyrus/src/components/marketing/pyrus-mark-shared.tsx	1	115	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-008,PT-BRAND-001	308dcfcb,c3c5eaab	Dead 3D helpers and ring-motion plumbing removed; focused checks 16/16, typecheck, build, and browser QA passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	2a04386f59646b73598d3aa2ebe79e814c3e246e	artifacts/pyrus/src/components/marketing/pyrus-mark.tsx	1	100	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-008,PT-BRAND-001	308dcfcb,c3c5eaab	Static canonical mark retained without 3D fallback or ring loops; focused checks 16/16, typecheck, build, and browser QA passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	8cc732efd8b976827d64c60d5d6f359973fd70d9	artifacts/pyrus/src/components/neural/NeuralBootOverlay.tsx	1	162	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-001	c629406a	Morph-machine tests passed 5/5; Pyrus typecheck and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	9b65d02cf0e0be184678ffe3fd93e83d6d69a6c6	artifacts/pyrus/src/components/neural/NeuralCanvas.tsx	1	134	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-001	c629406a	Morph-machine tests passed 5/5; Pyrus typecheck and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	ef3c7d5fe2abd850a8d82a681281270f1ae8226b	artifacts/pyrus/src/components/neural/NeuralLoader.tsx	1	42	codex/pyrus_shell_review	reviewed_clean			Full baseline file reviewed; no actionable finding
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	1	9ff33260e486cf9144694312444b048323905bd5	artifacts/pyrus/src/components/neural/neural-core/morphMachine.test.ts	1	97	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-001	c629406a	Morph-machine tests passed 5/5; Pyrus typecheck and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	86e5e08247b48a147a1436390663cee142efd90f	artifacts/pyrus/src/components/neural/neural-core/types.ts	1	31	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-001	c629406a	Morph-machine tests passed 5/5; Pyrus typecheck and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	d226ecfd86b6e9c78b74b9206fac00fc65b93717	artifacts/pyrus/src/components/neural/neural-core/useMorphMachine.ts	1	111	codex/pyrus_shell_review	reviewed_fixed	PT-NEURAL-001	c629406a	Morph-machine tests passed 5/5; Pyrus typecheck and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	82923c80fe97e36282df845407cc7861e1ba0352	artifacts/pyrus/src/components/neural/neuralOpenerState.ts	1	22	codex/pyrus_shell_review	reviewed_clean			Full baseline file reviewed; no actionable finding
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	e127a53e1435c500ac61025bd847811e95010b93	artifacts/pyrus/src/components/platform/BottomSheet.jsx	1	173	codex/pyrus_shell_review	reviewed_fixed	PT-OVERLAY-001	dca88317	Focused overlay regression passed 2/2; Pyrus typecheck and production build passed; two-viewport browser harness and normal-app More-sheet QA passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	808fc9ea0be5c5053b23ede34aa151f2cd10dd5e	artifacts/pyrus/src/components/platform/ContainerLoadingStatus.jsx	1	320	codex/pyrus_shell_review	reviewed_fixed	PT-LOADING-001	99e3ccc1	Malformed-route regression passed 1/1; Pyrus typecheck and production build passed; diff check passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	a37ab19b5b880107016aa41aac643d9d1cc591fe	artifacts/pyrus/src/components/platform/DataIssueInlineIcon.jsx	1	67	codex/pyrus_unit39_review	reviewed_fixed	PT-PLATFORM-DEAD-001	a291f78f	Full baseline file reviewed line by line; focused regressions passed 62/62; isolated tooltip focus probe passed; Pyrus typecheck, frozen lockfile, and production build passed; final adversarial recheck found no remaining defect
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	6fe03bcc54c82f7be0bc62df64fd0d9cb15581ee	artifacts/pyrus/src/components/platform/DeferredRender.jsx	1	38	codex/pyrus_unit39_review	reviewed_clean			Full baseline file reviewed line by line with no finding; focused Unit 39 suite passed 62/62; Pyrus typecheck and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	c8433ee4abf207497c49ce5c3f0e99453fc14339	artifacts/pyrus/src/components/platform/DenseVirtualTable.jsx	1	463	codex/pyrus_shell_review	reviewed_fixed	PT-DENSE-001	92e1eadf	Expanded-detail cache regression passed 1/1; Pyrus typecheck and production build passed; two independent reviews approved
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	d8a770d63229d1f7d968c91b024dbaa2ef82a2da	artifacts/pyrus/src/components/platform/DockedSheet.jsx	1	104	codex/pyrus_shell_review	reviewed_fixed	PT-OVERLAY-002	dca88317	Focused overlay regression passed 2/2; Pyrus typecheck and production build passed; two-viewport browser harness confirmed collapsed content was inert
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	41789326bc802ee6dab90ab3e3bfd110a4bb3b76	artifacts/pyrus/src/components/platform/Drawer.jsx	1	159	codex/pyrus_shell_review	reviewed_fixed	PT-OVERLAY-001	dca88317	Focused overlay regression passed 2/2; Pyrus typecheck and production build passed; two-viewport browser harness and normal-app activity-drawer QA passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	28d6d663334a81fbf13464db8b75f42aeb3cccf6	artifacts/pyrus/src/components/platform/FailurePointTooltip.jsx	1	236	codex/pyrus_unit39_review	reviewed_fixed	PT-FAILURE-FOCUS-001	57a9e55f,539dc3c0	Full baseline file reviewed line by line; focused regressions passed 62/62; isolated tooltip focus probe passed; Pyrus typecheck, frozen lockfile, and production build passed; final adversarial recheck found no remaining defect
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	3842dec015b89eb47201c05cb70e54029f8ffb7c	artifacts/pyrus/src/components/platform/InfoTooltipIcon.jsx	1	76	codex/pyrus_shell_review	reviewed_clean			Full baseline file and all six live caller contexts reviewed; native focusable trigger and focus styling are correct
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	ef38830cd79647312184daabb81cbb2792616802	artifacts/pyrus/src/components/platform/InteractiveColumnHeader.jsx	1	266	codex/pyrus_shell_review	reviewed_fixed	PT-HEADER-001	2eaf6d37	Header keyboard regression passed 1/1; Dense virtualization check passed; Pyrus typecheck and production build passed; independent dependency-source review approved
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	typescript	0	0	4231d67322c88ab542b6a11003e532c3e5ac8e1b	artifacts/pyrus/src/components/platform/PlatformErrorBoundary.tsx	1	422	codex/pyrus_shell_review	reviewed_fixed	PT-CRASH-002	068bc213	Boundary uploads reuse the shared redacting transport; related checks passed 10/10; Pyrus typecheck and production build passed; independent review approved
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	6ee85ab15a1cfdbe9dafe8c244080151fcb5bce5	artifacts/pyrus/src/components/platform/ResilienceMarker.jsx	1	60	codex/pyrus_unit39_review	reviewed_fixed	PT-RESILIENCE-001	9df6c0ad	Full baseline file and caller/document census reviewed; user chose retirement; production caller scan is empty; 13 resilience contracts and Pyrus typecheck passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	8c1a3deb72357ffcf860f93ae6fd0836cf3cc274	artifacts/pyrus/src/components/platform/TablePagination.jsx	1	93	codex/pyrus_unit39_review	reviewed_clean			Full baseline file reviewed line by line with no finding; focused Unit 39 suite passed 62/62; Pyrus typecheck and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	9b650b60d2f547858e4324c62c7e261fd52a6a49	artifacts/pyrus/src/components/platform/primitives.jsx	1	2000	codex/pyrus_unit39_review	reviewed_fixed	PT-PRIMITIVE-A11Y-001,PT-MOTION-PREFERENCE-001,PT-ROWSPARK-001	aded1879,f60dd5c5,539dc3c0,faf9c9f4	Full baseline file reviewed line by line; focused regressions passed 62/62; isolated tooltip focus probe passed; Pyrus typecheck, frozen lockfile, and production build passed; final adversarial recheck found no remaining defect; RowSpark production census remained empty; primitive tests passed 5/5 and Pyrus typecheck passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	9b650b60d2f547858e4324c62c7e261fd52a6a49	artifacts/pyrus/src/components/platform/primitives.jsx	2001	2502	codex/pyrus_unit39_review	reviewed_fixed	PT-PRIMITIVE-A11Y-001,PT-MOTION-PREFERENCE-001,PT-ROWSPARK-001	aded1879,f60dd5c5,539dc3c0,faf9c9f4	Full baseline file reviewed line by line; focused regressions passed 62/62; isolated tooltip focus probe passed; Pyrus typecheck, frozen lockfile, and production build passed; final adversarial recheck found no remaining defect; RowSpark production census remained empty; primitive tests passed 5/5 and Pyrus typecheck passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	9e07c41ee03235fad47e9e49edeead35b57265d3	artifacts/pyrus/src/components/platform/signal-language/BigDirectionGlyph.jsx	1	106	codex/pyrus_unit39_review	reviewed_fixed	PT-MOTION-PREFERENCE-001	f60dd5c5	Full baseline file reviewed line by line; focused regressions passed 62/62; isolated tooltip focus probe passed; Pyrus typecheck, frozen lockfile, and production build passed; final adversarial recheck found no remaining defect
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	42aa4be875c99638af6de5090ed0494ec1734734	artifacts/pyrus/src/components/platform/signal-language/PatternVector.jsx	1	120	codex/pyrus_unit39_review	reviewed_clean			Full baseline file reviewed line by line with no finding; focused Unit 39 suite passed 62/62; Pyrus typecheck and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	a47ec000d9a32c88df016f8c7303c7e348fd7bc1	artifacts/pyrus/src/components/platform/signal-language/SignalDots.jsx	1	333	codex/pyrus_unit39_review	reviewed_fixed	PT-SIGNAL-DOT-A11Y-001	aded1879,539dc3c0	Full baseline file reviewed line by line; focused regressions passed 62/62; isolated tooltip focus probe passed; Pyrus typecheck, frozen lockfile, and production build passed; final adversarial recheck found no remaining defect
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	1	1225c6d25144f073058c7d4f85ceeb8d9dcfc323	artifacts/pyrus/src/components/platform/signal-language/SignalDots.test.mjs	1	206	codex/pyrus_shell_review	reviewed_clean			Full baseline test file reviewed; existing signal-state assertions passed within the 25/25 signal-language suite
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	5eb06f08f7d8e73214a3d0f179781cd4f0704d43	artifacts/pyrus/src/components/platform/signal-language/SpreadGauge.jsx	1	138	codex/pyrus_shell_review	reviewed_fixed	PT-SIGNAL-DATA-001	20c78013	Signal-language tests passed 25/25; Pyrus typecheck and production build passed; independent review approved
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	1	b5b1915dfb40aeeded1d2e7d7c4c64fef6163ed0	artifacts/pyrus/src/components/platform/signal-language/SpreadGauge.test.mjs	1	32	codex/pyrus_shell_review	reviewed_fixed	PT-SIGNAL-DATA-001	20c78013	Missing-side and crossed-quote regressions were RED before and passed after the fix
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	4b33e7d443d37ce13a11550e14765deb00699a86	artifacts/pyrus/src/components/platform/signal-language/StrategyTag.jsx	1	83	codex/pyrus_unit39_review	reviewed_clean			Full baseline file reviewed line by line with no finding; focused Unit 39 suite passed 62/62; Pyrus typecheck and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	f84f38cb97ecfff6e80782f52e5e1fff83d4eab3	artifacts/pyrus/src/components/platform/signal-language/VerdictGlyph.jsx	1	126	codex/pyrus_unit39_review	reviewed_clean			Full baseline file reviewed line by line with no finding; focused Unit 39 suite passed 62/62; Pyrus typecheck and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	1	de2ed399d122d70e7ce060031349b8e47c6d7348	artifacts/pyrus/src/components/platform/signal-language/VerdictGlyph.test.mjs	1	36	codex/pyrus_shell_review	reviewed_clean			Full baseline test file reviewed; lifecycle verdict assertions passed within the 25/25 signal-language suite
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	4607c0cb4ebfd41ec21712044b4f3749b3144dab	artifacts/pyrus/src/components/platform/signal-language/index.js	1	12	codex/pyrus_shell_review	reviewed_clean			Full baseline public export surface reviewed; retired helpers remain absent and focused suite passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	4e8052456c836e07e3989679b59f435616565696	artifacts/pyrus/src/components/platform/signal-language/thresholds.js	1	12	codex/pyrus_unit39_review	reviewed_clean			Full baseline file reviewed line by line with no finding; focused Unit 39 suite passed 62/62; Pyrus typecheck and production build passed
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	ce8f7a6750ab770aff173d87695842a257a7d6c6	artifacts/pyrus/src/components/platform/signal-language/tones.js	1	25	codex/pyrus_unit39_review	reviewed_fixed	PT-TONES-DEAD-001	dc4e2a0e	Full baseline file reviewed line by line; focused regressions passed 62/62; isolated tooltip focus probe passed; Pyrus typecheck, frozen lockfile, and production build passed; final adversarial recheck found no remaining defect
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	29138c8a5b66036b81d8ddf7cfd73ebac9740eac	artifacts/pyrus/src/components/platform/signal-language/tooltips.js	1	59	codex/pyrus_shell_review	reviewed_fixed	PT-SIGNAL-DATA-001	20c78013	Missing freshness spread and score metrics remain unavailable; signal-language tests passed 25/25
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	39-pyrus-shell-components-lib	pyrus-web	javascript	0	0	dcefb316d4efbb7dae03808726cb606c7b3959b4	artifacts/pyrus/src/components/platform/tableColumnInteractions.js	1	74	codex/pyrus_unit39_review	reviewed_clean			Full baseline file reviewed line by line with no finding; focused Unit 39 suite passed 62/62; Pyrus typecheck and production build passed
